Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Actual,11,530224000,128,4142375,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Actual,12,517864300,128,4045814.84,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Actual,13,517848600,128,4045692.19,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Actual,14,522030700,128,4078364.84,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Actual,15,520611000,128,4067273.44,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,1,529174200,128,4134173.44,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,2,521335200,128,4072931.25,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,3,519709300,128,4060228.91,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,4,521900900,128,4077350.78,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,5,517472800,128,4042756.25,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,6,520497200,128,4066384.38,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,7,529294100,128,4135110.16,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,8,522359100,128,4080930.47,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,9,528832100,128,4131500.78,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,10,530222500,128,4142363.28,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,11,517862800,128,4045803.13,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,12,517847100,128,4045680.47,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,13,522029200,128,4078353.13,12,12,12,1700741
SerializerPerformance.MessagePack,,SerializerPerformance,MessagePack,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Result,14,520609500,128,4067261.72,12,12,12,1700741
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Jitting,1,288500,1,288500,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Jitting,1,405090700,1,405090700,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Jitting,2,1300,1,1300,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Jitting,2,8980200,1,8980200,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Jitting,3,580100,16,36256.25,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Jitting,3,142875300,16,8929706.25,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Pilot,1,141842400,16,8865150,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Pilot,2,185155400,32,5786106.25,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Pilot,3,320451600,64,5007056.25,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Pilot,4,635507500,128,4964902.34,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,1,2000,128,15.63,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,2,1600,128,12.5,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,3,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,4,1400,128,10.94,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,5,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,6,1400,128,10.94,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,7,2000,128,15.63,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Warmup,8,1400,128,10.94,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,1,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,2,1700,128,13.28,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,3,1200,128,9.38,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,4,1000,128,7.81,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,5,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,6,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,7,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,8,1900,128,14.84,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,9,1700,128,13.28,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,10,1000,128,7.81,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,11,1200,128,9.38,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,12,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,13,2100,128,16.41,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,14,1300,128,10.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,15,1000,128,7.81,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,16,1100,128,8.59,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,17,1700,128,13.28,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,18,1700,128,13.28,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,19,1100,128,8.59,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Overhead,Actual,20,1600,128,12.5,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Warmup,1,649569300,128,5074760.16,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Warmup,2,630567500,128,4926308.59,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Warmup,3,629974700,128,4921677.34,0,0,0,151840
SerializerPerformance.MemoryPackBrotli,,SerializerPerformance,MemoryPackBrotli,Job-DLQWTS,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Job-DLQWTS(Force=True),,1,Workload,Warmup,4,634199800,128,4954685.94,0,0,0,151840
